  E20  12 13  0.0061 0.0476 0.0999  6.2500  1.000000  1
  E21  12 23  0.0124 0.0966 0.203  6.2500  1.000000  1
  E22  13 23  0.0111 0.0865 0.1818  6.2500  1.000000  1
  E23  14 16  0.005 0.0389 0.0818  6.2500  1.000000  1
  E24  15 16  0.0022 0.0173 0.0364  6.2500  1.000000  1
  E25  15 21  0.0063 0.049 0.103  6.2500  1.000000  1
  E26  15 21  0.0063 0.049 0.103  6.2500  1.000000  1
  E27  15 24  0.0067 0.0519 0.1091  6.2500  1.000000  1
  E28  16 17  0.0033 0.0259 0.0545  6.2500  1.000000  1
  E29  16 19  0.003 0.0231 0.0485  6.2500  1.000000  1
  E30  17 18  0.0018 0.0144 0.0303  6.2500  1.000000  1
  E31  17 22  0.0135 0.1053 0.2212  6.2500  1.000000  1
  E32  18 21  0.0033 0.0259 0.0545  6.2500  1.000000  1
  E33  18 21  0.0033 0.0259 0.0545  6.2500  1.000000  1
  E34  19 20  0.0051 0.0396 0.0833  6.2500  1.000000  1
  E35  19 20  0.0051 0.0396 0.0833  6.2500  1.000000  1
  E36  20 23  0.0028 0.0216 0.0455  6.2500  1.000000  1
  E37  20 23  0.0028 0.0216 0.0455  6.2500  1.000000  1
  E38  21 22  0.0087 0.0678 0.1424  6.2500  1.000000  1
;
param: LCAN: lc_f lc_t lc_r lc_x lc_bch lc_S lc_Nmax lc_cost :=
  N1 1 2 0.0026 0.0139 0.001620375336 3.9400 3 11.59345429
  N2 1 3 0.0546 0.2112 0.0246203792 3.9400 3 127.8933486
  N3 1 5 0.0218 0.0845 0.009850483156 3.9400 3 53.20912858
  N4 2 4 0.0328 0.1267 0.01476989604 3.9400 3 78.08422
  N5 2 6 0.0497 0.192 0.02238216291 3.9400 3 116.5757714
  N7 3 24 0.0023 0.0839 0.009780538895 3.9400 3 52.85545428
  N18 11 13 0.0061 0.0476 0.005548911221 3.9400 3 31.45816
  N19 11 14 0.0054 0.0418 0.004872783384 3.9400 3 28.03930858
  N20 12 13 0.0061 0.0476 0.005548911221 3.9400 3 31.45816
  N21 12 23 0.0124 0.0966 0.01126102571 3.9400 3 60.34156
  N22 13 23 0.0111 0.0865 0.01008363069 3.9400 3 54.38804286
  N23 14 16 0.005 0.0389 0.004534719464 3.9400 3 26.32988286
  N24 15 16 0.0022 0.0173 0.002016726137 3.9400 3 13.59760857
  N25 15 21 0.0063 0.049 0.005712114492 3.9400 3 32.2834
  N26 15 21 0.0063 0.049 0.005712114492 3.9400 3 32.2834
  N27 15 24 0.0067 0.0519 0.006050178412 3.9400 3 33.99282572
  N28 16 17 0.0033 0.0259 0.003019260517 3.9400 3 18.66694
  N29 16 19 0.003 0.0231 0.002692853975 3.9400 3 17.01646
  N30 17 18 0.0018 0.0144 0.001678662218 3.9400 3 11.88818286
  N31 17 22 0.0135 0.1053 0.01227521747 3.9400 3 65.46983714
  N32 18 21 0.0033 0.0259 0.003019260517 3.9400 3 18.66694
  N33 18 21 0.0033 0.0259 0.003019260517 3.9400 3 18.66694
  N34 19 20 0.0051 0.0396 0.0046163211 3.9400 3 26.74250286
  N35 19 20 0.0051 0.0396 0.0046163211 3.9400 3 26.74250286
  N36 20 23 0.0028 0.0216 0.002517993327 3.9400 3 16.13227429
  N37 20 23 0.0028 0.0216 0.002517993327 3.9400 3 16.13227429
  N38 21 22 0.0087 0.0678 0.007903701276 3.9400 3 43.36519428
  B1 8 22 0.0078 0.0784 3.26 26.0000 3 2110.0
;
set EDC := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 ;
param: Udcmin Udcmax :=
  1  0.9 1.1
  2  0.9 1.1
  3  0.9 1.1
  4  0.9 1.1
  5  0.9 1.1
  6  0.9 1.1
  7  0.9 1.1
  8  0.9 1.1
  9  0.9 1.1
  10  0.9 1.1
  11  0.9 1.1
  12  0.9 1.1
  13  0.9 1.1
  14  0.9 1.1
  15  0.9 1.1
  16  0.9 1.1
  17  0.9 1.1
  18  0.9 1.1
;
param: DDC: dc_f dc_t dc_r dc_p dc_rate dc_exist dc_cost :=
  DL1  1 2  0.014400  1  5.0  0  750.0
  DL2  3 4  0.014400  1  5.0  0  750.0
  DL3  5 6  0.014400  1  5.0  0  750.0
  DL4  7 8  0.014400  1  5.0  0  750.0
  DL5  9 10  0.014397  1  5.0  0  749.9
  DL6  11 12  0.013572  1  5.0  0  706.9
  DL7  13 14  0.012748  1  5.0  0  663.9
  DL8  15 16  0.012748  1  5.0  0  663.9
  DL9  17 18  0.004  1  15.0  0  1225.0
;
param: CONV: cv_iac cv_edc cv_exist cv_haveTf cv_rtf cv_xtf cv_tap cv_haveRe cv_rc cv_xc cv_bf cv_Ufmin cv_Ufmax cv_Ucmin cv_Ucmax cv_Imax cv_Srated cv_Pacmax cv_Pacmin cv_Qacmax cv_Qacmin cv_Pdcmax cv_Pdcmin cv_Idcmax cv_la cv_lb cv_lc cv_cost :=
  DA1  8  1  0 1 0.0001818 0.01818 1 1 0.0001273 0.01273 0 0.9 1.1 0.9 1.1 5.5 5.5 5.0 -5.0 2.2913 -2.2913 5.0 -5.0 6.0 0.015 0.006061 0.000459 159
  DB1  9  2  0 1 0.0001818 0.01818 1 1 0.0001273 0.01273 0 0.9 1.1 0.9 1.1 5.5 5.5 5.0 -5.0 2.2913 -2.2913 5.0 -5.0 6.0 0.015 0.006061 0.000459 159
  DA2  8  3  0 1 0.0001818 0.01818 1 1 0.0001273 0.01273 0 0.9 1.1 0.9 1.1 5.5 5.5 5.0 -5.0 2.2913 -2.2913 5.0 -5.0 6.0 0.015 0.006061 0.000459 159
  DB2  10  4  0 1 0.0001818 0.01818 1 1 0.0001273 0.01273 0 0.9 1.1 0.9 1.1 5.5 5.5 5.0 -5.0 2.2913 -2.2913 5.0 -5.0 6.0 0.015 0.006061 0.000459 159
  DA3  8  5  0 1 0.0001818 0.01818 1 1 0.0001273 0.01273 0 0.9 1.1 0.9 1.1 5.5 5.5 5.0 -5.0 2.2913 -2.2913 5.0 -5.0 6.0 0.015 0.006061 0.000459 159
  DB3  9  6  0 1 0.0001818 0.01818 1 1 0.0001273 0.01273 0 0.9 1.1 0.9 1.1 5.5 5.5 5.0 -5.0 2.2913 -2.2913 5.0 -5.0 6.0 0.015 0.006061 0.000459 159
  DA4  8  7  0 1 0.0001818 0.01818 1 1 0.0001273 0.01273 0 0.9 1.1 0.9 1.1 5.5 5.5 5.0 -5.0 2.2913 -2.2913 5.0 -5.0 6.0 0.015 0.006061 0.000459 159
  DB4  10  8  0 1 0.0001818 0.01818 1 1 0.0001273 0.01273 0 0.9 1.1 0.9 1.1 5.5 5.5 5.0 -5.0 2.2913 -2.2913 5.0 -5.0 6.0 0.015 0.006061 0.000459 159
  DA5  1  9  0 1 0.0001818 0.01818 1 1 0.0001273 0.01273 0 0.9 1.1 0.9 1.1 5.5 5.5 5.0 -5.0 2.2913 -2.2913 5.0 -5.0 6.0 0.015 0.006061 0.000459 159
  DB5  8  10  0 1 0.0001818 0.01818 1 1 0.0001273 0.01273 0 0.9 1.1 0.9 1.1 5.5 5.5 5.0 -5.0 2.2913 -2.2913 5.0 -5.0 6.0 0.015 0.006061 0.000459 159
  DA6  2  11  0 1 0.0001818 0.01818 1 1 0.0001273 0.01273 0 0.9 1.1 0.9 1.1 5.5 5.5 5.0 -5.0 2.2913 -2.2913 5.0 -5.0 6.0 0.015 0.006061 0.000459 159
  DB6  8  12  0 1 0.0001818 0.01818 1 1 0.0001273 0.01273 0 0.9 1.1 0.9 1.1 5.5 5.5 5.0 -5.0 2.2913 -2.2913 5.0 -5.0 6.0 0.015 0.006061 0.000459 159
  DA7  3  13  0 1 0.0001818 0.01818 1 1 0.0001273 0.01273 0 0.9 1.1 0.9 1.1 5.5 5.5 5.0 -5.0 2.2913 -2.2913 5.0 -5.0 6.0 0.015 0.006061 0.000459 159
  DB7  9  14  0 1 0.0001818 0.01818 1 1 0.0001273 0.01273 0 0.9 1.1 0.9 1.1 5.5 5.5 5.0 -5.0 2.2913 -2.2913 5.0 -5.0 6.0 0.015 0.006061 0.000459 159
  DA8  3  15  0 1 0.0001818 0.01818 1 1 0.0001273 0.01273 0 0.9 1.1 0.9 1.1 5.5 5.5 5.0 -5.0 2.2913 -2.2913 5.0 -5.0 6.0 0.015 0.006061 0.000459 159
  DB8  9  16  0 1 0.0001818 0.01818 1 1 0.0001273 0.01273 0 0.9 1.1 0.9 1.1 5.5 5.5 5.0 -5.0 2.2913 -2.2913 5.0 -5.0 6.0 0.015 0.006061 0.000459 159
  DV17  22  17  0 1 0.0000667 0.00667 1 1 0.0000467 0.00467 0 0.9 1.1 0.9 1.1 16.5 16.5 15.0 -15.0 6.87 -6.87 15.0 -15.0 18.0 0.045 0.006061 0.000002 346
  DV18  8  18  0 1 0.0000667 0.00667 1 1 0.0000467 0.00467 0 0.9 1.1 0.9 1.1 16.5 16.5 15.0 -15.0 6.87 -6.87 15.0 -15.0 18.0 0.045 0.006061 0.000002 346
;
param: NST: st_bus st_g st_b st_Vmin st_Vmax st_S st_cost :=
  ST1  18  0  -10  0.9  1.1  1.5  35.6
  ST2  15  0  -10  0.9  1.1  1.5  35.6
  ST3  13  0  -10  0.9  1.1  1.5  35.6
  ST4  10  0  -10  0.9  1.1  1.5  36.1
  ST5  14  0  -10  0.9  1.1  1.5  35.6
  ST6  19  0  -10  0.9  1.1  1.5  35.6
;
param: LSC: sc_line sc_r sc_x sc_Vmax sc_S sc_Sabs sc_cost :=
  SC1  E2  0.0546  0.2112  0.2  2.0  0.3  6.5
  SC2  E5  0.0497  0.192  0.2  2.0  0.3  6.5
  SC3  E12  0.0427  0.1651  0.2  2.0  0.3  6.5
  SC4  E13  0.0427  0.1651  0.2  2.0  0.3  6.5
;
param: NBC: bc_bus bc_Hmax bc_qmod bc_cmod :=
  BC8   8   1  0.5  0.59
  BC3   3   1  0.5  0.59
  BC9   9   1  0.5  0.59
  BC6   6   1  0.5  0.59
;
param tan_amax     := 0.8391;
param theta_max_rad := 0.6981;
let load_scale := 0.75;
